フェアウエルさよならしてもは、|おかあさん?と?いっしょ|の番組中で歌われた歌。	形容詞-*	いっしょの
宇宙人から「巨人だ！」と大騒ぎされた事から、|しずか|に「見た？ボクのこと「巨人」だって」と喜んでいた。	形容詞-*	しずかに
ろけっとは、|たま|のメジャー５ｔｈアルバム。	形容詞-*	たまの
当時としては珍しい|アコースティック?な|音楽で注目を集めた。	形容詞-*	アコースティックな
２０１３年７月、|コミコン・インターナショナル|でトム・ヒドルストンがロキに扮して観客の前に登場し、映画のフッテージを紹介した。	形容詞-*	インターナショナルで
残機がなくなると|ゲームオーバー|だが、オートセーブ機能があり、次回プレイ時はクリアしたステージから開始することができる。	形容詞-*	オーバーだ
なお、最終ステージをクリアすると最初に戻り、|ゲームオーバー|になるまで無限ループする。	形容詞-*	オーバーに
マリオのＨＰが０になると|ゲームオーバー|になる。	形容詞-*	オーバーに
それから２年後、|１?９?８?０?年?全?豪?オープン|でウォーウィックは男子シングルス・男子ダブルスの２部門に決勝進出を果たした。	形容詞-*	オープンで
プチンツェワは|２?０?１?２?年?全?仏?オープン|でシニアの４大大会予選に初挑戦した。	形容詞-*	オープンで
５月の|マドリード?・?オープン|には３年ぶりに出場すると、決勝でマレーを破って５年ぶりの優勝。	形容詞-*	オープンに
原田自身も大胆に化粧を施し、|オリエンタルな|コスチュームでビジュアルにも拘った。	形容詞-*	オリエンタルな
３月には同年から開催された|ワールド?・?ベースボール?・?クラシック|でオランダ代表の監督を務めた。	形容詞-*	クラシックで
更に１０月中旬、|シャープ|やソニー自身での回収が発表された。	形容詞-*	シャープや
ＭＥＧＡＱＵＡＫＥ巨大地震は、|ＮＨＫ?スペシャル|で放送された巨大地震について取り扱うシリーズ企画。	形容詞-*	スペシャルで
電車＆バスで行く！すごろくの旅は、テレビ東京の|土曜?スペシャル|で放送されているレギュラー企画である。	形容詞-*	スペシャルで
入団当初は|オーバー?スロー|だったがサイドスローに転向。	形容詞-*	スローだった
歌声は|ハスキー|で太く、オペラの歌唱法に強い影響を受けたビブラートが持ち味。	形容詞-*	ハスキーで
このジェームスこそが|Ｍｒ?．?ビッグ|である。	形容詞-*	ビッグである
市内には|アンネ?・?フランク|に献げた博物館もある。	形容詞-*	フランクに
６月７日より、バンドリーダーの後任は|リッキー?・?マイナー|になった。	形容詞-*	マイナーに
４歳まで同州|フォンデュラク|で過ごし、その後カリフォルニア州ターロックに移り住んだ。	形容詞-*	ラクで
筋金入りの|リベラル?で|民主党支持者としても知られている。	形容詞-*	リベラルで
来年のジ・オープンを見てくれ」とコメントして、翌年の|セント?・?アンド?ルーズ|での大会で、３度目で最後の全英オープン制覇を有言実行した。	形容詞-*	ルーズで
高性能で|レア|なものほど高額のＲＰを必要とするが、パーツごとに決められた額のＲＰを支払いさえすれば、敵から奪えないものはない。	形容詞-*	レアな
基本的には|関西?ローカル|だが、山陽放送・ＧＡＯＲＡでも放送されていた。	形容詞-*	ローカルだ
また、|関西?ローカル|のテレビ番組への出演が増加。	形容詞-*	ローカルの
中学校一年生でギターを始め、ＨＲ／ＨＭ全盛期の中、|ザック?・?ワイルド|に憧れる。	形容詞-*	ワイルドに
複数の調査は、この文書が|悪戯?で?ある|ことを示唆している。	形容詞-*	悪戯である
企業犯罪とは、企業が経済活動を行うのに際して利益追求などのために|違法?な|行為を行うことをいう。	形容詞-*	違法な
ペプチドグリカン層が薄いためグラム染色では|陰性?だ|が、細胞構造そのものはグラム陽性菌に似ている。	形容詞-*	陰性だ
ウェルコミクロビウム門は|グラム?陰性?の|真正細菌の門である。	形容詞-*	陰性の
地球防衛軍とは、地球及び地球人類を外敵から守ることを目的とする、|架空?の|軍隊。	形容詞-*	架空の
内容は歌舞伎の演目の内容を再現したものや、|滑稽?な|話を演じるものがあったようである。	形容詞-*	滑稽な
処理系は多機能で、|チューリング?完全|である。	形容詞-*	完全である
低温においてヘリウムに液体相が存在することは、|巨?視的?な|量子効果によるものである。	形容詞-*	巨視的な
また能力は全て６段階の|強度|に分類される。	形容詞-*	強度に
実父の|卜部?覚賢|から鹿島中古流を学び、養父の塚原城主土佐守安幹から香取神道流を学んだ。	形容詞-*	賢から
彼は人と距離を置いた|孤独?な|子供で、友人を作ることが困難だったと述べている。	形容詞-*	孤独な
例えば政府について、アメリカ合衆国は|公式?に|統一的な都市圏の設定を行い、日本は各機関が都市圏を設定している。	形容詞-*	公式に
トラス橋としての中央径間５１０ｍは|日本?最長|で、世界第３位の長さである。	形容詞-*	最長で
その人が|注意?散漫?で?あれ?ば|あるほど、より先延ばし主義に陥りやすい。	形容詞-*	散漫であれば
国境なき記者団は、|言論?の?自由|やジャーナリストの権利を守るための活動をしているジャーナリスト団体である。	形容詞-*	自由や
大の|日本?酒|好きとしても有名であり、特に菊正宗の上撰を好む。	形容詞-*	酒好き
相手の肩越しに|上手|から褌を取り、その取ったほうの手から相手を投げる技。	形容詞-*	上手から
また喫煙の儀式はありとあらゆる決めごとの際に、|大いなる?神秘?の|了解を得るために行われる。	形容詞-*	神秘の
ロックも|繊細?な|部分をはらんでるんだっていうのを表現したかった。	形容詞-*	繊細な
打撃についてはコーチだった|中西?太|から深く影響を受け、中西から聞いた「何苦礎。	形容詞-*	太から
ところが、嘉永５年に藩主・|酒井?忠義|に建言したのが怒りに触れて藩籍を剥奪。	形容詞-*	忠義に
良くも悪くも|天真?爛漫?で?あり|、ブログやツイッターでも着飾らず明るい性格がうかがえる。	形容詞-*	天真爛漫であり
しかし次走の|４?歳?牝?馬?特別|では、桜花賞で限界まで調整された反動が出て直線で伸びを欠き、初めて連対を外す３着。	形容詞-*	特別で
鬼と人とが激しい戦いを繰り広げていた平安時代へタイムスリップしてしまった|内気?な|中学生の少年・天童純の物語。	形容詞-*	内気な
急行と|普通|について説明する。	形容詞-*	普通に
昼間時間帯は|普通|のみの運行。	形容詞-*	普通の
しかし天正１０年|本能寺?の?変|で信長が斃れると、跡目を狙った信孝は織田姓に復してしまう。	形容詞-*	変で
ところが航海遠略策の推進役の一人であった安藤信正は|坂下?門?外?の?変|で失脚。	形容詞-*	変で
数学の一部の分野では、|無限?大|や超限数という定義をしている数がある。	形容詞-*	無限大や
ロキはバルドルの|盲目?の|弟ヘズを騙して、ヤドリギをバルドルに向かって投げさせた。	形容詞-*	盲目の
秦では父子兄弟が一つの家に住んでいたが、中原諸国から見るとこれは|野蛮?な|風習とされていた。	形容詞-*	野蛮な
他のバリウム化合物と同じく|有?毒?で?あり|、中毒の徴候は嘔吐、下痢、腹部の苦痛、筋肉の震えなどがある。	形容詞-*	有毒であり
これは２を法とした|余り|で加法と乗法を定めていると言ってもよい。	形容詞-*	余りで
この郷中教育の中で指導者とされ頭角を現したのが|西郷?隆盛|であった。	形容詞-*	隆盛であった
