また、２０１３年５月２８日放送分から|らじる★らじる|でも全国に向けて放送を開始した。	副詞-*	からら
『リストラマン太郎』は|たかもちげん|による日本の漫画作品。	副詞-*	げんに
その時期、『Ｏｈ！デカナイト』の企画で|久保?こーじ|と組み「荒川ラップブラザーズ」のクレジットでラップのＣＤを出している。	副詞-*	じと
そののち、２００５年からはＣＩ導入により、イメージキャラクターを|ぴぴたん|に変更。	副詞-*	たんに
１０月７日９日の例祭は|長崎?くんち|として有名である。	副詞-*	ちと
この作品より花組トップスターの真矢は|千?ほさち|とコンビを組んだ。	副詞-*	ちと
しかし平日は小学校行事などの団体客で占められて閑散としていたため、|西?武園?ゆうえんち|と同じく平日は水曜木曜が休園日であった。	副詞-*	ちと
ネタには、双子なのに名前がかなり違うこと、|ザ?・?たっち|と比べられることなど自虐的なことを盛り込んだ「双子の卒業式」などがある。	副詞-*	ちと
司会の松浦紗知子が、解説の|なべっち|とパチンコの新台を打ちながら、リーチ演出などを紹介する。	副詞-*	ちと
１分以内に飛んだのは柴田と|ＫＡＢＡ．?ちゃん|と松井絵里奈の３人。	副詞-*	ちゃんと
２０１２年３月２８日に|神聖かまって?ちゃん|とのシングル「夢のＥＮＤはいつも目覚まし！」をリリースした。	副詞-*	ちゃんと
イメージマスコットは、|ペコ?ちゃん|とポコちゃん。	副詞-*	ちゃんと
２０１０年現在では監督の遠藤汐と|牧?だいきち|ら主要スタッフが、代表者１名を残して離脱・離散した状態にある。	副詞-*	ちら
１９５０年、|坊城?としあつ|と結婚。	副詞-*	つと
『ひみつのアッコちゃん』で共演した|こおろぎ?さとみ|に関西弁を教えたこともあった。	副詞-*	とみに
ナレーションは、放送開始当初は石井自ら担当、後に|つボ?イノリオ|が務めた。	副詞-*	につ
『スプリガン』の|たかしげ?宙|が原作として参加した回がある。	副詞-*	のた
現在は元リスナーである|ふぃべ|と２人でのトークがメインである。	副詞-*	べと
『ＨＡＵＮＴＥＤじゃんくしょん』は|夢来鳥?ねむ|による漫画作品、及びそれを原作としたアニメ。	副詞-*	むに
キャラクターデザイン及び漫画製作は漫画家の|かつらぎ?もおむ|による。	副詞-*	むに
『学戦都市アスタリスク』は、|三屋咲?ゆう|による日本のライトノベル。	副詞-*	ゆうに
『酒税法』上では単式蒸留|しようちゆう|に分類される。	副詞-*	ゆうに
』は、|北欧?ゆう|による日本の漫画作品。	副詞-*	ゆうに
また、精神科医の|ゆうき?ゆう|による「セクシーサトラレ学」という解説本も刊行されている。	副詞-*	ゆうに
このシングルの後、|モータウン|と契約したが悲惨な結果となった。	副詞-*	ウンと
アンヌンの支配者は灰色の衣を纏った|アラウン|という王である。	副詞-*	ウンと
カラマで鉱山労働者向けに分譲された住宅地は|チュキカマ?タウン|と呼ばれる。	副詞-*	ウンと
神話ではサヴィトリは、バガ、|プーシャン|とともに身体毀損の伝承を持つ。	副詞-*	シャンと
２０１２年に女優でモデルの|カサンドラ?・?ジーン|と結婚し、カリブ海とニューオーリンズで挙式を行った。	副詞-*	ジーンと
２００５年７月１４日、|ローマン?・?カルマジン|と対戦し１２回０－３の判定負けで２度目の防衛に失敗し王座から陥落した。	副詞-*	ジンと
１９６３年には尾形厩舎から出た|メイズイ|とグレートヨルカの２頭が二強としてクラシックを戦った。	副詞-*	ズイと
この戦闘の後、|モーゼス?・?ヘイズン|とエドワード・アンティルがケベックからフィラデルフィアに移動し、アメリカ軍敗北の報せをもたらした。	副詞-*	ズンと
１０月３日、エディンバラはローサイスを離れノルウェーの|ナルビク|との間での船団護衛任務に就いた。	副詞-*	ビクと
また、このストーリーでは|チェコフ|とウフーラとは親友であるという設定である。	副詞-*	フと
１９７８年には２人の同僚とともに|ヒホン|に工学計画や工学研究のオフィスを開設した。	副詞-*	ホンに
１９９９年には世界選手権６５ｋｇ級で優勝したことのある韓国の|金赫|と結婚した。	副詞-*	赫と
これは|音脈?分凝|と呼ばれる現象であり、心理音響的マスキングとは異なるレベルでの処理が貢献している。	副詞-*	凝と
但し、『大日本続蔵経』所収本は、全５５巻であり、|元|より明初に至る記事が後人の手で増補されている。	副詞-*	元より
長州藩第１１代藩主の|毛利?斉元|より偏諱を受けて元固と名乗る。	副詞-*	元より
獅子吼会は本門仏立講の信者であった会祖・|大塚?日現|によって、１９１３年に開かれた。	副詞-*	現に
ビジネスパックは会社のロゴや手書きの署名なども取り込んでカードに含める事ができ、ヨーロッパの|個人?事業?主|に人気がある。	副詞-*	主に
武平末年、|後主|に従って晋陽に赴くと、遼陽山中で数カ所の掲示を見かけた。	副詞-*	主に
またこの部分は|自切|によってはずれやすい。	副詞-*	切に
また、脚本を担当した|山元?清多|にとっては、本作が初めて単独で連続ドラマの１クール全話を書き通した作品となった。	副詞-*	多に
作詞はＰ．デラノエ、作曲はＧ．ルノルマン、日本語詞は|山元清多|による。	副詞-*	多に
分詞は|態|と相によって６種類存在する。	副詞-*	態と
『ピルグリム・イェーガー』では、歴史資料を下敷きにしたもののほか、原作の|冲方?丁|とのすり合せによる創作と思われるデザインも多い。	副詞-*	丁と
周囲は以下の|町丁|と接する。	副詞-*	丁と
３代藩主|木下?利当|にも仕え、万治元年には知行５００石となり、家老並に勤めることとなった。	副詞-*	当に
青砥駅で京成本線経由特急もしくは普通列車と、押上駅で横浜方面|快特|に接続する。	副詞-*	特に
なお、ＣＭのナレーションは|大森?章督|と前田このみが担当している。	副詞-*	督と
パーソナリティは|寺島?拓篤|と梶裕貴。	副詞-*	篤と
すみれ草とは、江戸時代に|北村?久備|により著された源氏物語の注釈書である。	副詞-*	備に
通常、鉄砲隊は先手組のように一隊につき２０人から５０人が|備|に配属されるのが一般的である。	副詞-*	備に
この部分は口の外に突き出して|吻|となることができる。	副詞-*	吻と
体は大きく|吻|と胴に分かれる。	副詞-*	吻と
『初恋指南』は|やぶうち?優|による日本の少女漫画作品。	副詞-*	優に
セクシー女優|桜木?凛|と希崎ジェシカの冠番組。	副詞-*	凛と
『夏の前日』は、|吉田?基已|による日本の漫画作品。	副詞-*	已に
踊り子役で若手日本舞踊家の|花柳?凜|と藤蔭里燕が出演しているほか、三浦由衣が出演している。	副詞-*	凜と
