なお、後述するようにパイオニアの工場や|ＮＥＣ|子会社の工場が閉鎖され、地元での働き口が減っているという懸念もある。	名詞-固有名詞	Ｃ子
復帰狂言『お祭』は、|大?向う|の「待ってました！」掛け声の後に役者が「待っていたとはありがてえ」という、復帰にからめたお馴染みのもの。	名詞-固有名詞	うの
同じ系列事務所のＡＶ女優|中山?りお|とは親友で共演作も多い。	名詞-固有名詞	おとは
元々、作者の|つだ?みきよ|と影木栄貴は、古くから親交があり、『続・革命の日』の背景などを影木が手伝うこともあった。	名詞-固有名詞	きよと
戦後、すでに織り方もわからなくなっていた風通織を染織家|吉田?たすく|が苦心の末復活させる。	名詞-固有名詞	くが
アダルトアニメ事業については、２００７年に撤退した|ゑにっく|の事業を全面継承。	名詞-固有名詞	くの
関西漫才を代表する夢路いとし・喜味こいしの|喜味?こいし|の次女。	名詞-固有名詞	こいしの
また、|中?出し|の方法も選択することが可能である。	名詞-固有名詞	しの
テーマソングは|山崎?まさよし|の「メヌエット」。	名詞-固有名詞	しの
この作品は、|住井?すゑ|の『橋のない川』でも取り上げられ、誠太郎をはじめとする登場人物の間で話題に上っている。	名詞-固有名詞	すゑの
なお、この問題は|住井?すゑ|の『橋のない川』に「”路”部落強制移転事件」として描かれている。	名詞-固有名詞	すゑの
これを見ていた|なべ?おさみ|が、後年『シャボン玉ホリデー』での当たり役、キントト映画の監督のモデルとした。	名詞-固有名詞	たなべ
四国中央市と|うま?農業?協同?組合|、地域の民間の出資で設立された第三セクター。	名詞-固有名詞	とうま
同１１月号からは表紙を少女マンガ的な|かがみ?あきら|に変更、劇画色を完全に払拭した。	名詞-固有名詞	なかがみ
１９９０年代に|ほんま?りう|の作画でコミカライズされている。	名詞-固有名詞	にほん
天理三輪講はほんみち信者の勝ヒサノが１９３３年に|ほんみち|より独立して興した宗教団体。	名詞-固有名詞	にほん
『ぷっちぐみ』Ｖｏｌ．８掲載分までは春日あかね、『ぷっちぐみ』Ｖｏｌ．９掲載分からは|つきり?のゆみ|が執筆。	名詞-固有名詞	はつ
伊能は|つまようじ|の溝彫り職人である名匠、山手川倉之助のもとで修行を行うが、新たなる旅立ちを決意し上京する。	名詞-固有名詞	はつ
２００４年には|なみき?たかし|による『椋尾篁アニメーション美術画集』が１０年の歳月を経て完成。	名詞-固有名詞	はな
イラストレーターの|えいひ|は妹。	名詞-固有名詞	ひは
このことから、ＡＶ雑誌などでは２００８年５月頃に|時東?ぁみ|と対比して「元祖めがねっ娘」などと紹介されている。	名詞-固有名詞	みと
私生活では、２００６年に芥川賞作家の|伊藤?たかみ|との結婚が発表されていたが、２００８年に一部雑誌で離婚が報じられる。	名詞-固有名詞	みと
同じく漫画家の|道原?かつみ|とは小学校の同級生。	名詞-固有名詞	みと
貝殻や魚の骨が一定量出土し、骨のなかには|もり|や魚つりのための釣り針に加工されたものも見られる。	名詞-固有名詞	もりや
幼体が|イタチ?ザメ|・レモンザメなどに捕食されることはあるが、成体には人間を除いて天敵はほとんどいないと考えられる。	名詞-固有名詞	イタチザメ・レモンザメ
下流部になると|コガマ|・マコモなど多様な植物が自生する。	名詞-固有名詞	コガマ・マコモ
下北沢オープンソースＣａｆｅとは東京都世田谷区下北沢の住宅街にある|コワーキング|スペース|である。	名詞-固有名詞	コワーキングスペース
一部では、ホームレスがダンボール・|ブルーシート|などを用いて生活している。	名詞-固有名詞	ダンボール・ブルーシート
ムヒョキャラの例としてはハローキティやくまモン・|バリィ?さん|があげられている。	名詞-固有名詞	モン・バリィ
ＡＩＫａシリーズのメインでもある|パンチラ?シーン|やお色気シーンが、本作でも多く登場する。	名詞-固有名詞	ラシーン
あるとき|サガラ?王|の生贄用の馬が居なくなってしまう。	名詞-固有名詞	ラ王
「散套」は同一の|宮?調|を用いて構成された組歌形式のものであり、長短不揃いで押韻は一韻到底であった。	名詞-固有名詞	一の宮
ちなみに次点の五丁目まで存在する町丁としては他に唯一|番?町|がある。	名詞-固有名詞	一番町
進行に伴って肺血流量が低下し、最終的には|右?心?不全|に至る。	名詞-固有名詞	右心
鶴丸は、平安時代の刀工・|国永|作の日本刀。	名詞-固有名詞	永作
日本人が特に多い都市の日本人学校や補習校には、|幼稚?園?部|がある。	名詞-固有名詞	園部
第２３代王純祖の祖父、第２４代王|憲宗|の高祖父、第２５代哲宗の曾祖父である。	名詞-固有名詞	王憲
アムガの娘は、高麗第２７代王|忠粛王|に降嫁した金童と慶華公主。	名詞-固有名詞	王忠
オフヴォーカルは、ヴォーカルのある|歌?音?源|に対して、そのヴォーカルパートだけを消した音源である。	名詞-固有名詞	歌音
渤海海岸の東崗鎮に中国最大級の紅沿河|原子?力?発電?所|が建設中である。	名詞-固有名詞	河原
現在の煙台市|大姑?河|東岸地区に相当する。	名詞-固有名詞	河東
夫子廟は、南京秦淮区の|秦淮?河|北岸の貢院街に位置し、孔子を祭っている廟である。	名詞-固有名詞	河北
１８９６年９月から１８９７年７月まで|地中?海|東部で活動し、９月に南大西洋ステーションに帰還する。	名詞-固有名詞	海東
タンタンコロリンは、宮城県仙台市に伝わる|柿?の?木|の妖怪。	名詞-固有名詞	柿の木
難関|中?学校|・大学受験を対象としている。	名詞-固有名詞	関中
さらに永楽帝の時代に宦官の特務機関|東廠|を創設した。	名詞-固有名詞	関東
『おさかなはあみの中』は、|乱魔?猫吉|作のＢＬ漫画作品。	名詞-固有名詞	吉作
父母は銀座美以教会員、|三谷?種吉|夫人眞子は実姉。	名詞-固有名詞	吉夫
例えば、９月と１０月に|鶴岡?八幡?宮|寺少別当が売却した土地を返却させている。	名詞-固有名詞	宮寺
現役時代より文筆を好み、|北野?天満?宮|松梅院から『岷江入楚』写本を借り、約６年間をかけて書き写した。	名詞-固有名詞	宮松
中でも最高品質とされるのは旧|軽部?村|産のものである。	名詞-固有名詞	旧軽
しかし、この春日社は、|福原京|造営の折、北風家が平氏の用命で浜方に出張して春日社も一緒に移転した。	名詞-固有名詞	京造
また上方の|笑福亭?松喬|一門とも交流がある。	名詞-固有名詞	喬一
コプトは、エジプトにおける|キリスト?教|信徒を指す。	名詞-固有名詞	教信
主たる宗教は、|キリスト?教|正教会に属するアテネ大主教の管掌下にあるギリシャ正教会。	名詞-固有名詞	教正
これと並行して鰍沢への路線も建設され、同年１１月に既存の路線の南につなぐ形で千秋橋東詰－|浅原?橋|間が開業した。	名詞-固有名詞	橋間
輝ける闇は、|開高?健|作の小説。	名詞-固有名詞	健作
川崎競馬に所属し日本人騎手最多勝である７１５３勝を達成した|佐々木?竹見|元騎手の偉業を称えて創設された。	名詞-固有名詞	見元
２００８年２月６日、|宮川?賢|司会のラジオ番組『バツラジ』に出演し、薬物の怖さを語った。	名詞-固有名詞	賢司
元|井笠?鉄道|代表取締役社長。	名詞-固有名詞	元井
元|永谷?園|会長。	名詞-固有名詞	元永
ほいっとには、元|吉本?興業|所属の芸人、アームレスラー。	名詞-固有名詞	元吉
元|宮交?シティ|社長。	名詞-固有名詞	元宮
元|山木?ジム|所属。	名詞-固有名詞	元山
株式会社東証コンピュータシステムは、東京証券取引所機械計算部門から分離・発足した東京証券取引所の元|子?会社|。	名詞-固有名詞	元子
その後、国立市民４人がこの損害賠償金を上原元|市?長|に請求するよう住民訴訟を起こす。	名詞-固有名詞	元市
下川友也は、日本の牧師、元|神?学?校|教師。	名詞-固有名詞	元神
なお、アヤナと同郷の元|中?距離?走|選手であるソレサ・フィダは夫にあたる。	名詞-固有名詞	元中
人工物によって、交易範囲は現在のジョージア州やウィスコンシン州など|五?大?湖?州|にまで及んだことが示されている。	名詞-固有名詞	湖州
トングェ族は、東部アフリカのタンザニア、|タンガニーカ?湖|東南部に住む人々である。	名詞-固有名詞	湖東
その後|西?海岸|に向かい、カリフォルニア州サンディエゴで同様の任務を行った。	名詞-固有名詞	後西
その後|藤田?建設|の常務取締役などをつとめた。	名詞-固有名詞	後藤田
その後|奈良?県|・京都府・愛媛県・広島県などのごく一部の地域で発見、現在でも分断されて生息している。	名詞-固有名詞	後奈良
その娘は後に「葵」で斎宮となり退下した後|冷泉?帝|に入内する。	名詞-固有名詞	後冷泉
『西遊記』の主人公|孫?悟空|が使う、神珍鐵製で両端に金色の箍がはめられた棒。	名詞-固有名詞	公孫
将軍の娘で薩摩藩の|島津?公|夫人・竹姫が男の子を出産した。	名詞-固有名詞	公夫
明治３４年、浅草公園に|大熊?氏広|作の銅像が建立された。	名詞-固有名詞	広作
大学歌は|三善?晃|作曲・宗左近作詞による「光の鳥」で、１９８４年に制定された。	名詞-固有名詞	晃作
１９４６年７月１１日、シンガポール島|ケッペル?港|南方でイギリス海軍により海没処分。	名詞-固有名詞	港南
「信じる」は、谷川俊太郎作詞、|松下?耕|作曲の合唱曲。	名詞-固有名詞	耕作
また、伊５８艦長|橋本以行|元中佐はジグザグ運動をしていても撃沈できたと証言した。	名詞-固有名詞	行元
李昇烈は、|大韓?民国|富川市出身、同国代表のプロサッカー選手。	名詞-固有名詞	国富
左|内腹?斜筋|の軽度の挫傷と診断され、３月２４日に出場選手登録を抹消された。	名詞-固有名詞	左内
総司令官の山田乙三|陸軍?大将|や参謀の瀬島龍三陸軍中佐ら関東軍幹部は１１年間の長期にわたって抑留される。	名詞-固有名詞	三陸
２０１４年、ＮＨＫテレビ番組「グレートトラバース」田中陽希|日本?百?名山|一筆書きに撮影スタッフとして同行。	名詞-固有名詞	山一
江戸時代における今川氏の菩提寺は、杉並区今川の宝珠山観泉寺、杉並区和田の萬昌山|長延?寺|である。	名詞-固有名詞	山長
芝山とは元々は勧修寺家の別称であり、勧修寺家初代、内大臣・勧修寺経顕も芝山|内大臣|と称した。	名詞-固有名詞	山内
兄弟に光政、光俊、光朝、養子|吉綱|。	名詞-固有名詞	子吉
継子に恵まれずはじめ稲毛屋山の子|恭斎|を養子に迎えるが夭折してしまい、次いで遂庵を迎えた。	名詞-固有名詞	子恭
しかし、その父・源頼清とする説や仲宗の子|顕清|や盛清とする説がある。	名詞-固有名詞	子顕
なお、『太平記』では高資の子|高重|の奮戦や一族の長崎思元・為基親子の奮戦を記しているが、高資の動向に関しては記されていない。	名詞-固有名詞	子高
室町期の大友氏に見られた両統迭立の伝統を継承し、家督を親世の子|持直|に譲った。	名詞-固有名詞	子持
後年その子|正刻|は松平家康に仕え、本多忠勝与力となっている。	名詞-固有名詞	子正
ここには二条城で九死に一生を得た織田長益の子|長孝|が葬られたという記録がある。	名詞-固有名詞	子長
湯河氏は直春の子|湯河?光春|が３，０００石を安堵された一方で、山本・貴志・目良・山地玉置氏は没落した。	名詞-固有名詞	子湯
なお、『菅家文章』によれば、菅原是善の子|道真|が父に代わって序文を執筆したとされている。	名詞-固有名詞	子道
その後、高俊の娘が平知盛の子|平?知貞|に嫁ぎ、源氏の迫害から逃れる為に安倍姓を名乗った。	名詞-固有名詞	子平
元末に中国で反乱を起こし「夏」を建国した明玉珍の子|明昇|は、明の朱元璋に降ったのち、高麗に移された。	名詞-固有名詞	子明
大阪市立弘済院は、大阪府|吹田?市|古江台にある、大阪市が運営する高齢者福祉施設および病院の総称である。	名詞-固有名詞	市古
うるまシティプラザは、沖縄県|うるま?市|江洲にある複合商業施設。	名詞-固有名詞	市江
となみ散居村ミュージアムは、富山県|砺波?市|太郎丸にある博物館。	名詞-固有名詞	市太郎
あわら市芦原小学校は、福井県|あわら?市|田中々にある公立小学校。	名詞-固有名詞	市田
佐世保中央駅は、長崎県|佐世保?市|島瀬町にある松浦鉄道西九州線の駅。	名詞-固有名詞	市島
１９７１年金沢市|尾山?神社|境内に歌碑が建てられる。	名詞-固有名詞	市尾
明治３８年高浜虚子から俳書堂を譲り受け、東京市|築地?本願?寺|前附近にて「籾山書店」を経営。	名詞-固有名詞	寺前
池坊専慶は、室町時代中期の京都|頂法?寺|池坊の僧侶。	名詞-固有名詞	寺池
『少年ケニヤ』は、|山川?惣治|作の絵物語。	名詞-固有名詞	治作
主犯は第２分隊２２班に属する佐藤治|二?等?海曹|とＢ海士。	名詞-固有名詞	治二
そのため、フレイはラグナロクの際、剣が無く、|鹿|の角でスルトと戦うことになる。	名詞-固有名詞	鹿の角
『くろしお』もまた、南郷の機転と、副長である崎守|一?等?海尉|のミスにより艦体に深手を負う。	名詞-固有名詞	守一
『ひかりなでしこ』は、日本の歌手|島みや?えい子|の２枚目のオリジナルアルバム。	名詞-固有名詞	手島
その後、第５世祐春のとき、八重巻に九頭竜堂龍門寺という|天台?宗|田古寺があった。	名詞-固有名詞	宗田
生没年不明であるが、その墓は|日蓮?正宗|妙縁寺にある。	名詞-固有名詞	宗妙
同年１１月にスタートした|圭?・?修|司会の夕方の帯番組「素敵！ＫＥＩ－ＳＨＵ５」のレギュラーに抜擢される。	名詞-固有名詞	修司
海上自衛隊出身の|相生?高秀|元副長や志賀淑雄らの尽力で、戦死地点の鹿屋航空基地に慰霊碑を建立した。	名詞-固有名詞	秀元
校歌は佐佐木信綱作詞、|天谷?秀|作曲。	名詞-固有名詞	秀作
しかし渤海王|大仁?秀|治世に日本との関係に変化が生じて交易が減退。	名詞-固有名詞	秀治
その他、長岡實初代社長、小川是元会長、堀田隆夫元副社長、水野繁元社長、|水野?勝|元社長など。	名詞-固有名詞	勝元
呂齮は陽城の東方で劉邦の武将|曹?参|と戦って、敗れて宛に逃れた。	名詞-固有名詞	将曹
あめふりくまのこは、鶴見正夫作詞、|湯山?昭|作曲の日本の童謡。	名詞-固有名詞	昭作
義父に|大久保?石松|元調教師のほか、義弟に沖芳夫調教師。	名詞-固有名詞	松元
ギリシャ語とアラビア語で書かれた、教会の創設時の憲章は事実上|東方?正?教?会|であり、１１４３年から保存されている。	名詞-固有名詞	上東
『ぶっせん』は、|三宅?乱丈|作の漫画作品。	名詞-固有名詞	丈作
また、|小谷?城|山上に六坊を建設を行ったり、寺社衆に対して所領の安堵や税政策の強化などを打ち出した。	名詞-固有名詞	城山
現在の社殿は|大坂?城|西丸の修復に当たった高瀬輔太郎が棟梁となり、文久３年に再建。	名詞-固有名詞	城西
『汽車ポッポ』とは富原薫作詞、|草川?信|作曲の日本の童謡である。	名詞-固有名詞	信作
マジンガーＺの開発者・兜十蔵博士が富士火山帯の地層から発見した新|元素|ジャパニウム。	名詞-固有名詞	新元
新|大型?免許|に該当する車両。	名詞-固有名詞	新大
アカテナンゴとは|西?ドイツ|の競走馬である。	名詞-固有名詞	西ドイツ
長女は|植木?徹誠|夫妻の仲人で井元麟之の甥と結婚。	名詞-固有名詞	誠夫
母ユーリエ・ザーリンクはフェリックス・メンデルスゾーンとも親類に当たる宮廷御用達のユダヤ人大|宝石?商|の名家出身。	名詞-固有名詞	石商
全線単線だが、武庫川－|洲先?間|は、複線分の用地が確保されている。	名詞-固有名詞	先間
太陽が属している銀河系では、その中心から太陽までの距離は約２万５千|光年|であり、オリオン腕に位置する。	名詞-固有名詞	千光
このエリアは、|高梁?川|下流域一帯・児島半島西部一帯である。	名詞-固有名詞	川下
現在、駅跡地の半分は|香宗?川|岸本放水路となっていて、駅舎やホームなどの設備は全て撤去されている。	名詞-固有名詞	川岸
この石は横穴墓近隣では採集することは出来ず、|多摩?川|上流域から持ち込まれたものと見られている。	名詞-固有名詞	川上
そして、右にセントローレンス川に沿った断崖、左には|セントチャールズ?川|上部の深い森がある平原いっぱいに広がった。	名詞-固有名詞	川上部
「ありまか」とも呼ばれ、「天下」、「阿間河」、「阿理莫」とも表記された|津田?川|中流域の古名に由来。	名詞-固有名詞	川中
アメリカ合衆国とカナダのオンタリオ州との境界部を流れる|セントマリー?川|内にある。	名詞-固有名詞	川内
１８３２年にはヌエバ・グラナダ共和国との戦争に敗北し、|カルチ川|北部を割譲している。	名詞-固有名詞	川北
一方、菅谷に対しては山口組|山健?組|・山本健一組長が説得に乗り出した。	名詞-固有名詞	組山
円通寺は京都市左京区|岩倉?幡枝町|にある臨済宗妙心寺派の仏教寺院。	名詞-固有名詞	倉幡
『姉のおなかをふくらませるのは僕』は、|坂井?音太|原作、恩田チロ作画による日本の漫画作品。	名詞-固有名詞	太原
『さよならみどりちゃん』は、|南?Ｑ太|作の漫画作品と、それを原作とした映画作品。	名詞-固有名詞	太作
この地には元来|聖徳?太子?堂|があったといわれている。	名詞-固有名詞	太子堂
初のＡ級順位戦では、最終９回戦の対|島?朗|戦で横歩取り８五飛戦法を用いて勝利。	名詞-固有名詞	対島
阿房宮は、秦の始皇帝が建てた|大?宮殿|である。	名詞-固有名詞	大宮
２０１１年３月１１日に発生した東北地方太平洋沖地震により、特に競合する仙石線が|大?津波|により甚大な被害を受けた。	名詞-固有名詞	大津
途中|東?本願寺|と京都駅で分断されている。	名詞-固有名詞	中東
次女勢喜子は、ソニー第２代社長|井深?大|の妻だったが長年別居を経て多門の没後に離婚。	名詞-固有名詞	長井
その実績によりソフトバンク社長|孫?正義|の目に止まり、ブロードバンド普及のための代理店契約を締結。	名詞-固有名詞	長孫
また航空本部長|塚原?二四三|中将から１００機の言明があったことも伝えられた。	名詞-固有名詞	長塚
また、１９８５年には、時のＮＨＫ副会長|島?桂次|と協力してＮＨＫエンタープライズを設立、自らアメリカ代表となった。	名詞-固有名詞	長島
９月１３日、強化部長|南?省吾|と共に退任が発表された。	名詞-固有名詞	長南
現職の市長|門川?大作|の任期満了に伴う選挙である。	名詞-固有名詞	長門
なお、県政では中村と松山市長|野志?克仁|を支持しており、特に中村とは近しい関係にある。	名詞-固有名詞	長野
戦後は、護憲運動と反戦運動に参加し、１９５３年には|片山?哲|元首相とともに憲法擁護国民連合結成に参加した。	名詞-固有名詞	哲元
また、|タイ?国有?鉄道|南本線スパンブリー支線の終着駅であるスパンブリー駅がある。	名詞-固有名詞	道南
過去に|新房?昭之|総監督が担当した他作品のキャラが含まれるなどのネタがさり気なく詰め込まれている。	名詞-固有名詞	之総
伊藤裕人は、地方競馬の|川崎?競馬?場|原三男厩舎所属の騎手である。	名詞-固有名詞	馬場原
後に７代目|翁家?さん馬|門下に移ってさん生となり、１９２２年に翁家馬之助で真打昇進。	名詞-固有名詞	馬門
には、捕手としての登録を続けつつ、|高代?延博|一軍内野守備走塁コーチからの進言で春季キャンプから事実上三塁手に転向した。	名詞-固有名詞	博一
『イカロスの娘』は、|御厨?さと美|作の漫画。	名詞-固有名詞	美作
『あどりぶシネ倶楽部』は、|細野?不二彦|作の漫画。	名詞-固有名詞	彦作
この後、広島東洋カープの古葉竹識監督は広島市の|荒木?武|市長と対面した際に「広島には大きな祭りがない。	名詞-固有名詞	武市
１年目に|土井?垣武|二軍バッテリーコーチの指導を受けると、２年目の１９６４年にはリーグ優勝に貢献。	名詞-固有名詞	武二
荒尾競馬場の|後藤?禎文|元調教師は実父。	名詞-固有名詞	文元
結局、住金騒動は小林中や|中山?素平|興銀頭取らの斡旋で、日向が譲歩するという形で収拾した。	名詞-固有名詞	平興
２０１２年３月、鳩山元総理とともに次期中国共産党中央委員会総書記の|習?近平|氏と人民大会堂にて会談。	名詞-固有名詞	平氏
なお、この事件を受けて制定されたのが、|米?国?民|の銃器購入に際し、購入者の適性を確認する「ブレイディ法」である。	名詞-固有名詞	米国
晃子は鷹司煕通公爵の養女となり、|曾我?祐邦|子爵に嫁いだ。	名詞-固有名詞	邦子
これにより、８０年代初頭の南北|朝鮮|は一時緊張状態にあった。	名詞-固有名詞	北朝鮮
初代江戸北|町?奉行|。	名詞-固有名詞	北町
「おもな文業」の項からうかがえる活発な文筆活動を続けながら、１９４０年には北|満州|と朝鮮に行った。	名詞-固有名詞	北満
北|陸奥|の名族、浪岡氏の別家川原御所の北畠顕重の嫡男として生まれる。	名詞-固有名詞	北陸
古くはエジプト古王朝時代の|亜麻|布にも見られる。	名詞-固有名詞	麻布
さらにダンロップフェニックスではプレーオフの末|松山?英樹|に敗れたが２位という成績を果たす。	名詞-固有名詞	末松
２０１４年１０月に本社を現在の愛知県名古屋市中村区|名駅|南へ移転。	名詞-固有名詞	名駅南
当初から中国・|明|王朝の忠実な朝貢国であり、同時期に交易国家として繁栄した琉球王国とも通好があった。	名詞-固有名詞	明王
『広韻』は|明|代には忘れ去られていたが、顧炎武が再発見してその重要性が注目されるようになった。	名詞-固有名詞	明代
シーズン終盤、|猿渡?寛茂|二軍監督らの契約満了に伴い、二軍監督代行としてフェニックス・リーグの指揮を取った。	名詞-固有名詞	茂二
ばんえい競走馬史上初の|白毛|馬として注目されていた。	名詞-固有名詞	毛馬
元和５年に義弘が死去すると殉死禁止令下にも関わらず、同年８月１６日に|加治木|の実窓院川原にて他の１２名の者と共に殉死した。	名詞-固有名詞	木の実
他の文献では２代目|吉田?才治|の門弟。	名詞-固有名詞	目吉
この忠相から１０代目|時久|までが北郷氏の全盛期といえる。	名詞-固有名詞	目時
都に|下野|守源義家から、基通が印と鍵を持参して投降して来たので逮捕したとの報がはいる。	名詞-固有名詞	野守
途中の林道奥武蔵２号線の顔振峠でも林道風影線を分岐し県道６１号線で国道２９９号線の|吾野|方面に至る。	名詞-固有名詞	野方
スルガ奨学財団、ベルナール・ビュフェ美術館、|井上?靖|文学館、各理事長。	名詞-固有名詞	靖文
「酔いどれかぐや姫」は、|阿久?悠|作詞で、第１期かぐや姫の曲で唯一ＣＤ化されている。	名詞-固有名詞	悠作
『奈緒子』は、坂田信弘原作・|中原?裕|作画による漫画。	名詞-固有名詞	裕作
『わたしの沖田くん』は、|野部?利雄|作の漫画作品。	名詞-固有名詞	雄作
初代テーマ音楽は|加古?隆|作曲の「黄昏のワルツ」で、。	名詞-固有名詞	隆作
「マンションズ＆ドラゴンズ」は、藤浪智之原作・|佐々木?亮|作画による漫画作品。	名詞-固有名詞	亮作
レギュラー放送における後継番組は同年１１月５日スタートの岡村隆史・|田村?亮|司会の『おかべろ』	名詞-固有名詞	亮司
作詞|天馬?良|作曲ＲＵＭＩＫＯ編曲丸山雅仁	名詞-固有名詞	良作
同年|東?阿知和|土地区画整理組合の事業により堂前町が分離。	名詞-固有名詞	和土
その後|初代|橘ノ圓|一門の橘ノ圓治郎門下に転じ、橘ノ圓きんに改名。	名詞-固有名詞	圓一
なお仙台教区および高松教区教区長であったフランシスコ・ザビエル|溝部?脩|司教はサレジオ会の会員である。	名詞-固有名詞	脩司
『ササクレパンダ』とは|ちぃ|制作のＦｌａｓｈアニメである。	名詞-数詞	はち
インタビュアーは|ちわき?まゆみ|。	名詞-数詞	はち
上述のように本型はわずか５年で１２隻が建造され、護衛艦としては|ちくご?型|の１１隻を上回る大量建造の記録を樹立した。	名詞-数詞	はち
高校では、同じ事務所の相武紗季、石川佳奈、|上野?なつひ|と同級生であった。	名詞-数詞	ひと
これは、視線の|こめかみ?側|におよそ１５度にある盲点上に観測対象が映る可能性を回避する。	名詞-普通名詞	こめかみ側
キャラクターデザイン・原画は|いとう?のいぢ|。	名詞-普通名詞	はいとう
その時期の、|森安?なおや|との奇妙な同居生活が有名。	名詞-普通名詞	やと
雅号の桂浜月下漁郎は|よさこい?節|にも唄われる月の名所桂浜に因み、桂月はそれを縮めたもの。	名詞-普通名詞	よさこい節
永瀬美穂は、日本のソフトウェア開発者、|アジャイル|コンサルタント。	名詞-普通名詞	アジャイルコンサルタント
最盛期の１９６０年頃には春は|イチゴ|狩り、夏はイチジク狩りの観光地として東京から多くの観光客が訪れる近郊農業地域であった	名詞-普通名詞	イチゴ狩り
その中で、講談社の『コミックボンボン』で連載されていた|がんばれ?ゴエモン|シリーズが長期連載となる。	名詞-普通名詞	ゴエモンシリーズ
２００７年１２月から２００８年６月までの間、漫画情報サイト|マンガナビ|にて、コラム「山崎真実の『マンガ好きですから！』」を連載。	名詞-普通名詞	サイトマンガナビ
タリス教授が開発した、メカとモンスーノとのハイブリッドの|サイボーグ|モンスーノ。	名詞-普通名詞	サイボーグモンスーノ
そのかたわら、グラスゴー市内にある|スコティッシュ|パブやカフェなどを演奏のため回った。	名詞-普通名詞	スコティッシュパブ
所属する６種のうちソトオリイワシ・サンゴイワシ・|クロゴイワシ|の３種は、三大洋すべてに分布する汎存種である。	名詞-普通名詞	ソトオリイワシ・サンゴイワシ・クロゴイワシ
れにより、オリンパスやパナソニックなどが製造する豊富な|マイクロ?フォーサーズ|レンズでの利用が可能となった。	名詞-普通名詞	マイクロフォーサーズレンズ
近年は作曲家|信長?貴富|編曲による合唱曲としてしばしば演奏されるようになった。	名詞-普通名詞	家信
永らく実用性は無いと言われてきたが、近年暗号や符号により|計算?機|上での応用が発達しつつある。	名詞-普通名詞	機上
戦後は日本民族学協会理事長、日本歴史学協会委員長、東南アジア史学会会長、|日本?学術?会議|会員等を歴任。	名詞-普通名詞	議会
「木戸」姓は、第２次|長州|征討|前に藩主・毛利敬親から賜ったものである。	名詞-普通名詞	次長
これらの任意の元素を表すために|化学?式|中ではしばしばＸと表記される。	名詞-普通名詞	式中
助川は|競輪?場|裏のいつも５、６羽しか鳥のいない鳥屋「暗原小鳥店」を訪ねた。	名詞-普通名詞	場裏
かつては近鉄バスの|国分?駅?前|行も発着していた。	名詞-普通名詞	前行
近代鉄道の発祥の地であり国内には鉄道網が張り巡らされ、ロンドンなどの都市には１４路線ある|地下?鉄|網が整備されている。	名詞-普通名詞	鉄網
『ゲゲゲの鬼太郎』の|猫?娘|役だった事で現在も知られている。	名詞-普通名詞	娘役
１０月、永隆２年が|開耀|元年となる。	名詞-普通名詞	耀元
